Xhosa (xh)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
animus	0	1	1	0	0	0	0	0	0	0
maqatha	0	0	0	0	0	0	0	0	0	0
ngxelo	0	0	0	0	0	0	0	0	0	0
si hlomelo	0	0	0	0	0	0	0	0	0	0
si hlomelo	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ku tsha balala	0	1	1	0	0	1	0	0	0	0
tsha balala	0	1	1	0	0	1	0	1	0	0
ukutshabalalisa	0	1	1	0	0	1	0	1	0	0
kuchaza	0	0	0	0	0	0	0	0	0	0
ngcaciso	0	0	0	0	0	0	0	0	0	0
bhengeza	0	0	0	0	0	0	0	0	0	0
saziso	0	0	0	1	0	0	0	0	0	0
ukucaphukisa	0	1	1	0	1	0	0	0	0	0
ukucaphuka	0	1	1	0	1	0	0	0	0	0
u xhaphaza	0	1	1	0	0	0	0	0	0	0
yonyaka	0	0	0	0	0	0	0	0	0	0
rhoxisa	0	1	0	0	0	0	0	0	0	0
ngonyaka	0	0	0	0	0	0	0	0	0	0
ku rhoxiswa	0	1	0	0	0	0	0	1	0	0
yonyaka	0	0	0	0	0	0	0	0	0	0
ukuthambisa	0	0	0	0	0	0	0	0	0	0
ngxamele	0	0	0	0	0	0	0	0	0	0
engafanelekanga	0	1	0	0	0	1	0	0	1	0
i-anon	0	0	0	0	0	0	0	0	0	0
engaziwa	0	1	0	0	0	0	0	0	0	0
mpendulo	0	0	0	0	0	0	0	0	0	0
phendula	0	0	0	0	0	0	0	0	0	1
phendula	0	0	0	0	0	0	0	0	0	0
intuthwane	0	0	0	0	0	0	0	0	0	0
ukuchasana	0	1	1	0	0	0	0	0	0	0
umchasi	0	1	1	0	0	0	0	0	0	0
phikisa	0	1	1	0	1	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ezichaseneyo	0	0	0	0	0	0	0	0	0	0
antelope	0	0	0	0	0	0	0	0	0	0
i-antenna	0	0	0	0	0	0	0	0	0	0
zangaphambili	0	0	0	0	0	0	0	0	0	0
ingoma	0	0	0	0	0	0	0	0	0	0
anthology	0	0	0	0	0	0	0	0	0	0
i-anthrax	0	1	0	0	1	1	0	1	0	0
i-anthropology	0	0	0	0	0	0	0	0	0	0
antibiotic	0	0	0	0	0	0	0	0	0	0
antibiotics	1	0	0	0	0	0	0	0	0	0
mchasana	0	1	1	0	1	1	0	0	0	0
lindele	0	0	0	1	0	0	0	0	0	0
lindele	0	0	0	1	0	0	0	0	0	0
antidote	1	0	0	1	0	0	0	0	0	1
i-antitifungal	1	0	0	0	0	0	0	0	0	1
antimony	0	0	0	0	0	0	0	0	0	0
ulwaphulo	0	1	1	0	1	0	0	0	0	0
ulwahlulo	0	0	0	0	0	0	0	0	0	0
zi nyiweyo	0	1	0	0	0	0	0	0	0	0
antique	1	0	0	0	0	0	0	0	0	0
mandulo	0	0	0	0	0	0	0	0	0	0
i-antiseptic	1	0	0	0	0	0	0	0	0	1
ezingafaniyo	0	1	1	0	1	1	0	1	0	0
nxu lumano	0	1	1	0	0	0	0	0	0	0
ezichaseneyo	0	0	0	0	0	0	0	0	0	0
untiviral	0	0	0	0	0	0	0	0	0	0
nyiweyo	0	0	0	0	0	0	0	0	0	0
ikhefu	0	0	0	0	0	0	0	0	0	0
uxhalaba	0	1	1	1	0	1	0	1	0	0
xhalaba	0	1	0	1	0	1	0	0	0	0
aorta	0	0	0	0	0	0	0	0	0	0
nendawo	0	0	0	0	0	0	0	0	0	0
apache	0	1	0	0	0	1	0	0	0	0
indlu	0	0	0	0	0	0	0	0	0	0
abangenandaba	0	1	0	0	0	0	0	1	0	0
ukungakhathaleli	0	1	0	0	0	0	0	1	0	0
ipepe	0	0	0	0	0	0	0	0	0	0
kuvula	0	0	0	0	0	0	0	0	0	0
ipepe	0	0	0	0	0	0	0	0	0	0
aphid	0	1	0	0	1	0	0	0	0	0
ipisi	0	0	0	0	0	0	0	0	0	0
ikhefu	1	0	0	0	0	0	0	0	0	0
i-apocalyptic	0	0	0	0	0	0	0	0	0	0
uxolo	1	0	0	0	0	0	0	0	0	1
umxhasi	0	0	0	0	0	0	0	0	0	0
xolisa	1	0	0	0	0	0	0	1	0	1
uxolo	1	0	0	0	0	0	0	0	0	0
uxuko	0	0	0	0	0	0	0	0	0	0
wexuki	0	0	0	0	0	0	0	0	0	0
mpostile	1	0	0	0	0	0	0	0	0	1
abapostile	0	0	0	0	0	0	0	0	0	1
apostrophe	0	0	0	0	0	0	0	0	0	0
eyoyikisayo	0	1	0	0	1	1	0	0	0	0
zixhobo	0	0	0	0	0	0	0	0	0	0
sambatho	0	0	0	0	0	0	0	0	0	0
ngokucacileyo	0	0	0	0	0	0	0	0	0	0
kuvela	0	0	0	0	0	1	0	0	1	0
sibheno	0	0	0	1	0	0	0	0	0	0
kuvela	0	0	0	0	0	0	0	0	0	0
bhenela	0	0	0	0	0	0	0	0	0	0
ummangali	0	0	0	0	0	0	0	0	0	0
zifaka	0	0	0	0	0	0	0	0	0	0
ulwahlulo	0	0	0	0	0	0	0	0	0	0
appendicitis	0	1	0	0	0	1	0	1	0	0
si hlomelo	0	0	0	0	0	0	0	0	0	0
nesidlo	0	0	0	0	0	0	0	0	0	0
khenkethi	0	0	0	0	0	0	0	0	0	0
ihlombe	1	0	0	0	0	0	1	0	1	1
apile	0	0	0	0	0	0	0	0	0	0
umbane	0	0	0	0	0	0	0	0	0	0
zixhobo	0	0	0	0	0	0	0	0	0	0
sicelo	0	0	0	0	0	0	0	0	0	0
sebenza	0	0	0	0	0	0	0	0	0	0
sicelo	0	0	0	1	0	0	0	0	0	0
sicelo	0	0	0	0	0	0	0	0	0	0
sicelo	0	0	0	0	0	0	0	0	0	0
kutyumba	0	0	0	0	0	0	0	0	0	0
kuqeshwa	0	0	0	0	0	0	0	0	0	0
utyunjwa	0	0	0	0	0	0	0	0	0	0
kwahlulwa	0	0	0	0	0	0	0	0	0	0
kwahlulwa	0	0	0	0	0	0	0	0	0	0
kuluhlu	0	0	0	0	0	0	0	0	0	0
xabiso	0	0	0	0	0	0	0	0	0	0
xabiso	1	0	0	0	0	0	1	0	0	1
zibandakanya	0	0	0	0	0	1	0	0	0	0
ukukhathazeka	0	1	0	0	0	1	0	0	0	0
zixhala	0	1	0	1	0	1	0	0	0	0
bafunde	0	0	0	0	0	0	0	0	0	1
u kufunda	0	0	0	0	0	0	0	0	0	0
indlela	0	0	0	0	0	0	0	0	0	0
sondela	0	0	0	1	0	0	0	0	0	0
kuvunywa	1	0	0	0	0	0	0	0	0	1
ulwabiwo	0	1	0	0	0	0	0	0	0	0
kuvunywa	1	0	0	0	0	0	0	0	0	0
vumela	1	0	0	0	0	0	1	0	0	1
vumela	1	0	0	0	0	0	0	0	0	0
malunga	0	0	0	0	0	0	0	0	0	0
malunga	0	0	0	0	0	0	0	0	0	0
ngokulingana	0	0	0	0	0	0	0	0	0	0
ukulingana	0	0	0	0	0	0	0	0	0	0
ukuxhamla	0	0	0	0	0	0	0	0	0	0
ipron	0	0	0	0	0	0	0	0	0	0
efanelekileyo	1	0	0	0	0	0	0	0	0	0
ukufaneleka	1	0	0	0	0	0	0	0	0	0
aqua	0	0	0	0	0	0	0	0	0	0
aquamarine	0	0	0	0	0	0	0	0	0	0
aquarium	0	0	0	0	0	0	0	0	0	0
emanzini	0	0	0	0	0	0	0	0	0	0
emanzini	0	0	0	0	0	0	0	0	0	0
aqueous	0	0	0	0	0	0	0	0	0	0
luleka	0	0	0	0	0	0	0	0	0	0
i-arbiter	0	0	0	0	0	0	0	0	0	1
ugweba	0	0	0	0	0	0	0	0	0	0
mbambano	0	0	0	1	0	0	0	0	0	0
umlamli	0	0	0	0	0	0	0	0	0	1
umgca	0	0	0	0	0	0	0	0	0	0
arc	0	0	0	0	0	0	0	0	0	0
arcade	0	0	0	0	0	0	0	0	0	0
umgca	0	0	0	0	0	0	0	0	0	0
zakudala	0	0	0	0	0	0	0	0	0	0
wezinto zakudala	0	0	0	0	0	0	0	0	0	0
yokuchonga	1	0	0	1	0	0	0	0	0	0
archaic	0	1	0	0	0	0	0	0	0	0
bhishophu omkhulu	0	0	0	0	0	0	0	0	0	0
kulungiswa	0	0	0	0	0	0	0	0	0	0
umcibisi	0	0	0	0	0	0	0	0	0	0
ukudubula	0	0	0	0	0	0	0	0	0	0
i-archetype	0	0	0	0	0	0	0	0	0	0
kwiindawo	0	0	0	0	0	0	0	0	0	0
umakhi	0	0	0	0	0	0	0	0	0	0
zakhiwo	0	0	0	0	0	0	0	0	0	1
lovimba	0	0	0	0	0	0	0	0	0	0
i-arctic	0	0	0	0	0	0	0	0	0	0
likhulu	1	0	0	1	0	0	1	0	0	0
ngxaki	1	0	0	0	0	0	0	0	0	0
lukhuni	0	1	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
kwibala	0	0	0	0	0	0	0	0	0	0
isola	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ngxabano	0	1	1	0	0	0	0	0	0	0
ngxabano	0	1	1	0	0	0	0	0	0	0
ngxabano	0	0	1	0	0	0	0	0	0	0
ngxabano	0	1	0	0	0	0	0	0	0	0
iingxabano	0	0	1	0	0	0	0	0	0	0
lileyo	0	1	0	0	0	0	0	1	0	0
ubuKristu	1	0	0	0	0	0	0	0	0	0
ngumphathi	0	0	0	0	0	0	0	0	0	0
ephezulu	1	0	0	0	0	0	0	0	0	0
i-arithmetic	0	0	0	0	0	0	0	0	0	0
ityeya	0	0	0	0	0	0	0	0	0	0
ingalo	0	0	0	0	0	0	0	0	0	0
ingalo	0	0	0	0	0	0	0	0	0	0
ingalo	0	0	1	0	0	1	0	0	0	0
zixhobo	0	1	0	0	0	1	0	0	0	0
ingcibi	0	0	0	0	0	0	0	0	0	0
zixhobile	1	1	1	0	0	1	0	0	0	0
zixhobo	1	0	0	0	0	1	0	0	0	1
i zikhali	0	0	0	0	0	1	0	0	0	0
zixhobo	0	0	0	0	0	0	0	0	0	1
i ingalo	0	0	0	0	0	0	0	0	0	0
umkhosi	0	0	0	0	0	0	0	0	0	0
livumba	1	0	0	0	0	0	0	0	0	0
kuvuka	0	0	0	0	0	0	0	0	0	0
kuvusa	1	0	0	1	0	0	0	0	0	0
ukulungiswa	0	1	1	0	0	1	0	1	0	0
ngi selela	0	0	0	0	0	0	0	0	0	0
lu ngi selelwe	0	0	0	0	0	0	0	0	0	0
ilungiselelo	0	0	0	0	0	0	0	0	0	0
uluhlu	1	0	0	0	0	0	0	0	0	0
emva kwemali	0	1	0	0	0	0	0	0	0	0
kubanjwa	0	1	0	0	0	0	0	0	0	0
kufika	0	0	0	1	0	0	0	0	0	0
kufika	0	0	0	1	0	0	0	0	0	0
ukuzidla	0	1	0	0	0	0	0	0	0	0
nekratshi	0	1	1	0	1	0	0	0	0	0
utolo	0	0	0	0	0	0	0	0	0	0
arsenal	0	0	0	0	0	0	0	0	0	0
arsenic	0	1	0	0	1	1	0	1	0	0
ishushu	0	1	1	0	0	1	0	0	0	0
ubugcisa	1	0	0	1	0	0	1	1	1	0
umzobo	0	0	0	0	0	0	0	0	0	0
ubugcisa	0	0	0	0	0	0	0	0	0	0
arthropod	0	0	0	0	0	0	0	0	0	0
i-artichoke	0	0	0	0	0	0	0	0	0	0
nqaku	0	0	0	0	0	0	0	0	0	0
amanqaku	0	0	0	0	0	0	0	0	0	0
ku cacisa	1	0	0	0	0	0	0	0	0	0
ngcaciso	1	0	0	0	0	0	0	0	0	0
i-artifice	0	0	0	0	0	0	0	0	0	0
zixhobo	0	1	0	0	0	1	0	0	0	0
umculi	1	0	0	0	0	0	0	0	0	0
umculi	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
zobugcisa	1	0	0	0	0	0	0	0	0	0
abaculi	0	0	0	0	0	0	0	0	0	0
nyukela	0	0	0	0	0	0	0	0	0	0
kunyuka	1	0	0	0	0	0	0	0	0	0
kunyuka	0	0	0	0	0	0	0	0	0	0
kunyuka	1	0	0	0	0	0	0	0	0	0
qinisekisa	0	0	0	0	0	0	0	0	0	0
ya qi niseka	0	0	0	0	0	0	0	0	0	0
i-ascetic	0	0	0	0	0	0	0	0	0	0
umlotha	0	1	0	0	0	0	0	0	0	0
neentloni	0	1	0	0	1	0	0	1	0	0
umlotha	0	1	0	0	0	0	0	1	0	0
ulele	0	0	0	0	0	0	0	0	0	0
asp	0	0	0	0	0	1	0	0	0	0
aspartame	0	0	0	0	0	0	0	0	0	0
umba	0	0	0	0	0	0	0	0	0	0
imiba	0	0	0	0	0	0	0	0	0	0
asphalt	0	0	0	0	0	0	0	0	0	0
iinjongo	1	0	0	1	0	0	1	0	1	1
zifuna	1	0	0	1	0	0	1	0	0	0
nqwenela	1	0	0	1	0	0	1	0	0	1
esile	0	1	0	0	0	0	0	0	0	0
ku hlaselwa	0	1	1	0	0	1	0	0	1	0
hlasela	0	1	1	0	0	1	0	1	0	0
bulala	0	1	1	0	0	1	0	1	0	0
bulala	0	1	1	0	0	1	0	0	0	0
bulala	0	1	1	0	0	1	0	1	0	0
ku hlaselwa	0	1	1	0	0	1	0	0	0	0
uvavanyo	0	0	0	0	0	0	0	0	0	0
nganiso	0	0	0	0	0	0	0	0	0	0
hla nganisa	0	0	0	0	0	0	0	0	0	0
badibene	0	0	0	0	0	0	0	0	0	0
kwindibano	1	0	0	0	0	0	0	0	0	1
zivuma	1	0	0	0	0	0	0	0	0	0
ba xelela	0	0	0	0	0	0	0	0	0	0
ukuqinisekisile	1	0	0	0	0	0	0	0	0	1
ngqinisiso	0	0	0	0	0	0	0	0	0	0
vavanyo	0	0	0	0	0	0	0	0	0	0
vavanyo	0	0	0	0	0	0	0	0	1	1
umhloli	0	0	0	0	0	0	0	0	0	1
asethi	1	0	0	0	0	0	0	0	0	0
Umgqobho wempundu	0	1	1	0	1	0	0	0	0	0
wabela	0	0	0	0	0	0	0	0	0	0
ummeli	0	0	0	0	0	0	0	0	0	1
isabelo	0	0	0	0	0	0	0	0	0	0
zifana	0	0	0	0	0	0	0	0	0	0
ukufana	0	0	0	0	0	0	0	0	0	0
ncedisa	1	0	0	0	0	0	0	0	0	1
uncedo	1	0	0	0	0	0	0	0	0	0
mncedisi	0	0	0	0	0	0	0	0	0	0
nxu lumene	1	0	0	0	0	0	0	0	0	1
umbutho	0	0	0	0	0	0	0	0	0	1
zihambelana	0	0	0	0	0	0	0	0	0	0
i-assortment	0	0	0	0	0	0	0	0	0	0
kukhishwa	1	0	0	0	0	0	0	0	0	0
kuthathwa	0	0	0	0	0	0	0	0	0	0
kuthatha	0	0	0	0	0	0	0	0	0	0
kuthathwa	0	0	0	0	0	0	0	0	0	0
siqinisekiso	1	0	0	0	0	0	0	0	0	1
qi ni sekisa	0	0	0	0	0	0	0	0	0	1
qi niseka	1	0	0	0	0	0	0	0	0	1
ngokuqinisekileyo	0	0	0	0	0	0	0	0	0	1
i-asterisk	0	0	0	0	0	0	0	0	0	0
asteroids	0	0	0	0	0	0	0	0	0	0
astigmatism	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	1	0
ngaliswa	1	0	0	0	0	0	1	0	1	0
astral	0	0	0	0	0	0	0	0	0	0
lahleka	0	1	0	0	0	1	0	0	0	0
ngokukhawuleza	0	1	0	0	0	0	0	0	0	0
ngeenkwenkwezi	1	0	0	1	0	0	0	0	0	0
ngeenkwenkwezi	0	0	0	0	0	0	0	0	0	0
astronaut	1	0	0	0	0	0	0	0	0	0
ngeenkwenkwezi	1	0	0	1	0	0	0	0	0	0
ngeenkwenkwezi	0	0	0	0	0	0	0	0	0	0
bulumko	1	0	0	0	0	0	0	0	0	0
ukuhla	0	0	0	0	0	0	0	0	0	0
yokukhusela	0	1	0	0	0	1	0	0	0	0
i-asymmetric	0	0	0	0	0	0	0	0	0	0
asymmetry	0	0	0	0	1	0	0	0	0	0
asymptotic	0	0	0	0	0	0	0	0	0	0
umtya	0	0	0	0	0	0	0	0	0	0
bakholelwa kuThixo	0	1	0	0	0	0	0	0	0	0
ukholelwa kuThixo	0	0	0	0	0	0	0	0	0	0
abangakholelwa kuThixo	0	0	0	0	0	0	0	0	0	0
i-atherosclerosis	0	1	0	0	0	1	0	1	0	0
umdlali	1	0	0	0	0	0	0	0	0	0
yezemidlalo	1	0	0	0	0	0	0	0	0	0
umdlalo	0	0	0	0	0	0	0	0	0	0
midlalo	0	0	0	0	0	0	0	0	0	0
atlas	0	0	0	0	0	0	0	0	0	0
emoyeni	0	0	0	0	0	0	0	0	0	0
emkhathini	0	0	0	0	0	0	0	0	0	0
kwinqanaba	0	0	0	0	0	0	0	0	0	0
i-athomu	1	0	0	0	0	0	0	0	0	0
i-athomu	0	0	0	0	0	0	0	0	0	0
ku bonisa	1	0	0	1	0	0	1	0	0	1
ukucamagushela	1	0	0	0	0	0	0	0	0	0
atrium	0	0	0	0	0	0	0	0	0	0
buhlungu	0	1	1	0	1	0	0	0	0	0
kuhlaselwa	0	1	1	0	1	1	0	1	0	0
i-atrophy	0	1	0	0	1	1	0	1	0	0
fakela	0	0	0	0	0	0	0	0	0	0
uqhotyoshelweyo	1	0	0	0	0	0	0	0	0	0
hlaselwa	0	1	1	0	0	1	0	0	0	0
hlasela	0	1	1	0	1	1	0	1	1	0
fi kelele	0	0	0	0	0	0	0	0	0	0
maneka	1	0	0	1	0	0	0	0	0	0
ukufikelela	1	0	0	0	0	0	0	0	0	0
umzamo	0	0	0	1	0	0	0	0	0	0
ukuhamba	0	0	0	1	0	0	0	0	0	0
umlindi	1	0	0	0	0	0	0	0	0	1
ngqalelo	1	0	0	0	0	0	0	0	0	0
ngqalelo	1	0	0	0	0	0	0	0	0	1
ukunyanzelisa	0	0	0	0	0	0	0	0	0	0
zinyanzeliswe	0	1	0	0	0	0	0	0	0	0
ukulinda	0	1	0	0	0	0	0	1	0	0
u bungqina	1	0	0	0	0	0	0	0	0	1
ubungqinisiso	0	0	0	0	0	0	0	0	0	1
i-attic	0	0	0	0	0	0	0	0	0	0
iingubo	0	0	0	0	0	0	0	0	0	0
sengqondo	0	0	0	0	0	0	0	0	0	0
igqwetha	1	0	1	0	0	1	0	0	0	1
mtsalane	1	0	0	0	0	0	0	0	0	0
ku mtsalane	1	0	0	0	0	0	0	0	0	0
ebonakalayo	0	0	0	0	0	0	0	0	0	0
mfanelo	0	0	0	0	0	0	0	0	0	0
isabelo	0	0	0	0	0	0	0	0	0	0
ummiselo	0	0	0	0	0	0	0	0	0	0
kutshaya	0	0	0	0	0	0	0	0	0	0
yintengiso	0	0	0	1	0	0	0	0	0	0
yintengiso	0	0	0	0	0	0	0	0	0	0
zi phi	0	0	0	0	0	0	0	0	0	0
ukuphicotha	0	1	0	0	0	0	0	0	0	0
ezivakalayo	0	0	0	0	0	0	0	0	0	0
abaphulaphuli	0	0	0	1	0	0	0	0	0	0
phicotho	0	0	0	0	0	0	0	0	0	0
phicotho	0	0	0	0	0	0	0	0	0	0
mphicothi	0	0	0	0	0	1	0	0	0	1
iholo	0	0	0	0	0	0	0	0	0	0
eziphicothiweyo	0	0	0	0	0	0	0	0	0	0
nto	0	0	0	0	0	0	0	0	0	0
kunyusa	1	0	0	0	0	0	0	0	0	0
ukunyusa	0	0	0	0	0	0	0	0	0	0
EyeThupha	1	0	0	0	0	0	0	0	0	0
kanina	1	0	0	0	0	0	0	0	0	1
aura	1	0	0	0	0	0	0	0	0	0
aurora	0	0	0	0	0	0	0	0	0	0
izixhobo	0	0	0	0	0	0	0	0	0	0
ku lungele	1	0	0	1	0	0	1	0	0	0
austere	0	1	0	0	0	1	0	1	0	0
ubunzima	0	1	0	0	0	0	0	0	0	0
yinyani	1	0	0	0	0	0	1	0	0	1
ukuqinisekisile	0	0	0	0	0	0	0	0	0	1
ukuqinisekiswa	0	0	0	0	0	0	0	0	0	1
ukuthembeka	1	0	0	0	0	0	0	0	0	1
umbhali	1	0	0	0	0	0	0	0	0	1
ogunyazisiweyo	1	0	0	0	0	0	0	0	0	1
igunya	1	0	0	0	0	0	0	0	0	1
ugunyaziso	1	0	0	0	0	0	0	0	0	1
ugunyaze	0	0	0	0	0	0	0	0	0	1
eligunyazisiweyo	1	0	0	0	0	0	0	0	0	0
umbhali	0	0	0	0	0	0	0	0	0	0
ngeemoto	0	0	0	0	0	0	0	0	0	0
yendalo	0	0	0	0	0	0	0	0	0	0
ngokuzenzekelayo	0	1	0	0	0	0	0	0	0	0
autograph	0	0	0	0	0	0	0	0	0	0
ngokuzenzekelayo	0	0	0	0	0	0	0	0	0	1
imoto	0	0	0	0	0	0	0	0	0	0
ukuzimela	0	0	0	0	0	0	0	0	0	0
autopsy	0	1	0	0	1	1	0	1	0	0
ekwindla	0	0	0	0	0	0	0	0	0	0
abancedisayo	0	0	0	0	0	0	0	0	0	0
ku fumana	0	0	0	0	0	0	0	0	0	0
i-avalanche	0	1	0	0	0	1	0	1	1	0
avarice	0	1	1	0	1	0	0	0	0	0
avatar	1	0	0	0	0	0	0	0	0	0
umphindezeli	0	1	1	0	0	0	0	0	0	0
yendlela	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
umyinge	0	0	0	0	0	0	0	0	0	0
ukuphazamisa	0	1	1	0	1	1	0	0	0	0
ukuphazamiseka	0	1	1	0	1	1	0	0	0	0
ukuphepha	0	0	0	0	0	0	0	0	0	0
aviary	0	0	0	0	0	0	0	0	0	0
yecala	0	0	0	0	0	0	0	0	0	0
aviator	0	0	0	0	0	0	0	0	0	0
ngxamele	0	0	0	0	0	0	0	0	0	0
iponyoponyo	0	0	0	0	0	0	0	0	0	0
kuphepha	0	1	0	0	0	1	0	0	0	0
kuphepha	0	1	0	0	0	1	0	0	0	0
kuphepha	0	0	0	0	0	1	0	0	0	0
lindele	0	0	0	1	0	0	0	0	0	0
kuvuka	0	0	0	0	0	0	0	0	0	0
avuke	0	0	0	0	0	0	0	0	0	0
ibhaso	1	0	0	1	0	0	1	0	1	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
buhlungu	0	1	1	0	1	1	0	1	0	0
ngxaki	0	1	0	0	1	0	0	0	0	0
ukukhwabanisa	0	0	0	0	0	0	0	0	0	0
i-awry	0	1	0	0	0	0	0	0	0	0
axial	0	0	0	0	0	0	0	0	0	0
axiom	0	0	0	0	0	0	0	0	0	1
axiomatic	0	0	0	0	0	0	0	0	0	1
axis	0	0	0	0	0	0	0	0	0	0
axile	0	0	0	0	0	0	0	0	0	0
ay	1	0	0	0	0	0	0	0	0	0
aye	1	0	0	0	0	0	0	0	0	0
azimuth	0	0	0	0	0	0	0	0	0	0
uhlaziye	0	0	0	0	0	0	0	0	0	0
bhuqa	0	1	0	0	0	0	0	0	0	0
ukubetha	0	1	0	0	0	0	0	0	0	0
ibhokhwe	0	1	0	0	1	0	0	0	0	0
usana	1	0	0	0	0	0	1	0	0	0
babysitter	0	0	0	0	0	0	0	0	0	1
baccalaureate	1	0	0	0	0	0	0	0	0	0
baccarat	0	0	0	0	0	0	0	0	0	0
i-bachelor	0	0	0	0	0	0	0	0	0	0
ngasemva	0	0	0	0	0	0	0	0	0	0
umqolo	1	0	1	0	0	0	0	0	0	1
umxhasi	0	0	0	0	0	0	0	0	0	1
buyela	0	0	0	0	0	0	0	0	0	0
backgammon	0	0	0	0	0	0	0	0	0	0
imvelaphi	0	0	0	0	0	0	0	0	0	0
ibhakethi	0	0	0	0	0	0	0	0	0	0
umxhasi we-backpacker	0	0	0	0	0	0	0	0	0	0
ukubuyela emva	0	0	0	0	0	0	0	0	0	0
ngasemva	0	1	0	0	0	0	0	0	0	0
ngasemva	0	1	0	0	1	0	0	0	0	0
ngasemva kwamanzi	0	1	0	0	0	0	0	1	0	0
ibhaktheriya	0	1	0	0	1	1	0	1	0	0
NO TRANSLATION	0	1	0	0	1	1	0	0	0	0
ezimbi	0	1	1	0	1	1	0	1	0	0
ibheji	0	0	0	0	0	0	0	0	0	1
ibhegi	0	1	1	0	0	0	0	0	0	0
kakubi	0	1	0	0	0	0	0	1	0	0
bubi	0	1	1	0	1	1	0	0	0	0
baffle	0	0	0	0	0	0	0	0	0	0
isikhwama	0	0	0	0	0	0	0	0	0	0
Impahla	0	0	0	0	0	0	0	0	0	0
ngxowa	0	0	0	0	0	0	0	0	0	0
iibhepipes	0	0	0	0	0	0	0	0	0	0
ibheyili	0	0	0	0	0	0	0	0	0	0
umsizi wesikhokelo	0	1	0	0	0	1	0	0	0	1
bait	0	1	0	0	0	1	0	0	0	1
bhaka	0	0	0	0	0	0	0	0	0	0
kubhaka	0	0	0	0	0	0	0	0	0	0
kubhaka	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ukulinganisela	1	0	0	0	0	0	0	0	0	0
efanelekileyo	1	0	0	0	0	0	0	0	0	0
ibhalkoni	0	0	0	0	0	0	0	0	0	0
i-bald	0	0	0	0	0	0	0	0	0	0
bale	0	1	0	0	0	1	0	0	0	0
balk	0	1	0	0	0	0	0	0	0	0
ibhola	0	0	0	0	0	0	0	0	0	0
ballad	1	0	0	0	0	0	0	0	0	0
ballast	0	0	0	0	0	0	0	0	0	0
ballet	1	0	0	0	0	0	0	0	0	0
ibhaluni	0	0	0	0	0	0	0	0	0	0
kuvota	1	0	0	1	0	0	0	0	0	1
ibhola	0	0	0	0	0	0	0	0	0	0
balm	1	1	0	1	0	0	1	0	0	0
ku lungile	0	0	0	0	0	0	0	0	0	0
bhasamu	1	0	0	0	0	0	0	0	0	0
ibhalsamu	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
ibhanana	0	0	0	0	0	0	0	0	0	0
ibhendi	0	0	0	0	0	0	0	0	0	0
ibhanji	0	0	0	0	0	0	0	0	0	0
bandit	0	1	0	0	0	0	0	0	0	0
bandwagon	0	0	0	0	0	0	0	0	0	0
bane	0	1	1	0	1	1	0	0	0	0
bang	0	1	1	0	1	1	0	1	1	0
banger	0	1	1	1	0	1	0	0	1	0
ukukhutshwa	0	1	1	0	1	1	0	1	0	0
yaxothwa	0	1	1	0	0	1	0	1	0	0
ukuxothwa	0	1	1	0	1	0	0	1	0	0
banjo	0	0	0	0	0	0	0	0	0	0
ibhanki	0	0	0	0	0	0	0	0	0	1
bhankini	0	0	0	0	0	0	0	0	0	1
ku phawula	0	1	0	0	0	1	0	1	0	0
ukuchithwa	0	1	1	0	1	1	0	1	0	0
ibhanna	0	0	0	0	0	0	0	0	0	0
isidlo	1	0	0	1	0	0	1	0	0	0
banshee	0	1	1	0	1	1	0	1	0	0
ibhanti	0	0	0	0	0	0	0	0	0	0
bhaptizwa	1	0	0	0	0	0	0	0	0	0
bhaptizwa	1	0	0	0	0	0	1	0	0	0
ibha	0	0	0	0	0	0	0	0	0	0
barb	0	1	1	0	0	0	0	0	0	0
umrharha	0	1	0	0	0	1	0	0	0	0
i-barbaric	0	1	1	0	1	1	0	0	0	0
bharbarism	0	1	0	0	0	0	0	0	0	0
ibarbecue	0	0	0	0	0	0	0	0	0	0
bhinti	0	0	0	0	0	0	0	0	0	0
bard	1	0	0	0	0	0	0	0	0	0
kupheka	0	0	0	0	0	0	0	0	0	0
ngengubo	0	0	0	0	0	0	0	0	0	0
ngokukhawuleza	0	0	0	0	0	0	0	0	0	0
barf	0	0	0	0	1	0	0	0	0	0
kuxoxisana	1	0	0	0	0	0	0	0	0	1
ibhaji	0	0	0	0	0	0	0	0	0	0
baritone	0	0	0	0	0	0	0	0	0	0
bhaka	0	1	1	0	0	0	0	0	0	0
